Station,Year,Month,Day,Hour,Temperature (°C),Wet Bulb Temperature (°C),Dew Point Temperature (°C),RH (%),Scalar Mean Wind Direction (°),Scalar Mean Wind Speed (m/s),SLP (hPa)
S44,2011,9,2,10,29.6,—,23.5,70.1,127,2.5,—
S44,2011,9,2,11,29.5,—,23.7,70.9,128,2.6,—
S44,2011,9,2,12,26.1,—,20.5,71.6,163,2,—
S44,2011,9,2,13,28.7,—,24.1,76.1,210,1.8,—
S44,2011,9,2,14,29.8,—,21.2,60.1,209,3.7,—
S44,2011,9,2,15,30.1,—,21.6,60.5,209,3.5,—
S44,2011,9,2,16,30.3,—,21.1,57.9,205,2.6,—
S44,2011,9,2,17,30.9,—,20.9,55.3,173,1.6,—
S44,2011,9,2,18,30.1,—,20.8,57.7,197,1.8,—
S44,2011,9,2,19,29.2,—,21.8,64.7,198,2.2,—
S44,2011,9,2,20,28.6,—,22.1,68,153,1.4,—
S44,2011,9,2,21,28.5,—,20.5,61.8,132,1.2,—
S44,2011,9,2,22,28.3,—,21.4,66.3,140,1.1,—
S44,2011,9,2,23,28.2,—,21.4,66.5,151,0.8,—
S44,2011,9,2,24,27.8,—,22.5,73.1,140,0.8,—
S44,2011,9,3,1,27.1,—,22.2,74.7,359,0.6,—
S44,2011,9,3,2,27,—,22.2,75.1,8,0.8,—
S44,2011,9,3,3,26,—,22.6,81.4,313,2.3,—
S44,2011,9,3,4,26.5,—,22.5,78.5,241,0.5,—
S44,2011,9,3,5,25.9,—,22.5,81.7,353,0.8,—
S44,2011,9,3,6,26.1,—,22.3,79.5,7,0.8,—
S44,2011,9,3,7,25.7,—,22.8,84.3,333,1.4,—
S44,2011,9,3,8,25.8,—,22.9,84.5,329,1.1,—
S44,2011,9,3,9,27.7,—,23.1,76.3,78,0.5,—
S44,2011,9,3,10,29.3,—,21.9,64.4,123,0.7,—
S44,2011,9,3,11,29.6,—,22.7,66.6,187,1.5,—
S44,2011,9,3,12,28.8,—,23.1,71.3,215,2.3,—
S44,2011,9,3,13,28.4,—,22.9,71.9,169,2.2,—
S44,2011,9,3,14,28.1,—,21.7,68.3,193,2.5,—
S44,2011,9,3,15,29.6,—,22.1,64.4,185,1.9,—
S44,2011,9,3,16,29.5,—,19.9,56.2,162,2.1,—
S44,2011,9,3,17,30.2,—,21.1,58.1,137,1.7,—
S44,2011,9,3,18,29.6,—,19.7,55.2,133,1.3,—
S44,2011,9,3,19,28.5,—,20.8,63.3,135,1.5,—
S44,2011,9,3,20,28,—,22.4,72,127,2.1,—
S44,2011,9,3,21,27.9,—,22.8,73.7,128,1.5,—
S44,2011,9,3,22,27.9,—,22.1,71,133,1.7,—
S44,2011,9,3,23,27.6,—,22.3,73,128,1.8,—
S44,2011,9,3,24,27.5,—,22.4,73.7,129,1.7,—
S44,2011,9,4,1,27.3,—,22.7,75.9,129,1.6,—
S44,2011,9,4,2,27.3,—,22.9,77.1,127,1.4,—
S44,2011,9,4,3,27.1,—,22.8,77.2,128,1.9,—
S44,2011,9,4,4,27,—,22.7,77.4,131,1.3,—
S44,2011,9,4,5,27,—,22.8,78,127,1.7,—
S44,2011,9,4,6,26.9,—,23.1,79.5,125,2,—
S44,2011,9,4,7,27.1,—,23.1,78.8,125,2.2,—
S44,2011,9,4,8,27.3,—,23.2,78.5,124,2,—
S44,2011,9,4,9,28.2,—,22.8,72.5,126,2.4,—
S44,2011,9,4,10,28.7,—,22.4,68.8,120,3.3,—
S44,2011,9,4,11,30,—,22.5,64.3,126,2.3,—
S44,2011,9,4,12,27.1,—,22.6,76.7,137,3,—
S44,2011,9,4,13,29.4,—,21.1,60.9,203,2.4,—
S44,2011,9,4,14,31.4,—,18.8,47.2,200,2,—
S44,2011,9,4,15,29.7,—,21.6,61.7,181,1.8,—
S44,2011,9,4,16,30.1,—,21.3,59.5,178,1.6,—
S44,2011,9,4,17,29.8,—,21.7,61.9,158,1.8,—
S44,2011,9,4,18,29,—,21.7,65,139,2.7,—
S44,2011,9,4,19,28.7,—,21.9,66.8,125,3.3,—
S44,2011,9,4,20,28.6,—,22.2,68.4,120,3.3,—
S44,2011,9,4,21,28.4,—,20.6,62.8,126,3.7,—
S44,2011,9,4,22,28.1,—,20.7,64.2,126,3,—
S44,2011,9,4,23,27.9,—,21.2,66.7,126,2.6,—
S44,2011,9,4,24,27.6,—,21.8,70.9,128,2.7,—
S44,2011,9,5,1,27.5,—,22,72.2,130,2.8,—
S44,2011,9,5,2,27.3,—,22.3,74.3,128,2.9,—
S44,2011,9,5,3,27.2,—,22.2,74.3,124,2.3,—
S44,2011,9,5,4,26.4,—,22.3,77.9,80,1.6,—
S44,2011,9,5,5,26.7,—,22.3,77,108,0.7,—
S44,2011,9,5,6,26.9,—,22.7,77.5,115,1.8,—
S44,2011,9,5,7,26.9,—,22.9,78.5,120,2.1,—
S44,2011,9,5,8,27.6,—,22.7,74.6,123,2,—
S44,2011,9,5,9,28.6,—,23.1,72,127,1.8,—
S44,2011,9,5,10,29,—,22.3,67.2,131,2.2,—
S44,2011,9,5,11,30.6,—,21.5,58.6,140,2.2,—
S44,2011,9,5,12,28.1,—,21.6,67.8,183,2.3,—
S44,2011,9,5,13,31.1,—,20,51.6,210,2.7,—
S44,2011,9,5,14,30.9,—,22.6,61.6,163,1.9,—
S44,2011,9,5,15,29.5,—,22.7,66.8,166,1.9,—
S44,2011,9,5,16,30.4,—,22.2,61.5,143,2.1,—
S44,2011,9,5,17,30.1,—,22.2,62.5,139,1.9,—
S44,2011,9,5,18,29,—,22.5,68,122,2.4,—
S44,2011,9,5,19,28.7,—,22.1,67.9,132,2.2,—
S44,2011,9,5,20,28.6,—,22.4,69.2,124,1.6,—
S44,2011,9,5,21,28.4,—,22.4,69.9,127,2.3,—
S44,2011,9,5,22,28.1,—,22.9,73.6,124,2,—
S44,2011,9,5,23,27.9,—,22.9,74.1,124,2.7,—
S44,2011,9,5,24,27.7,—,22.9,75,126,2.2,—
S44,2011,9,6,1,27.5,—,22.7,75.2,127,2.2,—
S44,2011,9,6,2,27.1,—,22.3,74.9,124,2.2,—
S44,2011,9,6,3,27,—,22.7,77.5,125,2.2,—
S44,2011,9,6,4,26.9,—,22.7,78.1,123,2,—
S44,2011,9,6,5,26.7,—,23,80.4,120,2.6,—
S44,2011,9,6,6,26.8,—,22.8,78.8,122,2.3,—
S44,2011,9,6,7,26.7,—,22.7,78.6,123,2.5,—
S44,2011,9,6,8,27.1,—,23.1,78.6,124,3,—
S44,2011,9,6,9,28.2,—,22.6,71.7,129,3.1,—
S44,2011,9,6,10,28.4,—,22.4,70,129,3.5,—
S44,2011,9,6,11,30,—,22.2,63,119,2.7,—
S44,2011,9,6,12,30.4,—,20.1,54.2,127,3,—
S44,2011,9,6,13,30.9,—,20.9,55.1,131,2.8,—
S44,2011,9,6,14,32,—,20.5,50.8,158,1.8,—
S44,2011,9,6,15,31.8,—,20,49.7,185,1.8,—
S44,2011,9,6,16,31.1,—,21,55.1,163,1.7,—
S44,2011,9,6,17,31.6,—,20.8,53,169,1.5,—
S44,2011,9,6,18,30.8,—,21.2,56.7,162,1.4,—
S44,2011,9,6,19,29.3,—,22.2,65.8,152,1.9,—
S44,2011,9,6,20,28.9,—,21.9,66.2,126,2.7,—
S44,2011,9,6,21,28.5,—,22.7,70.7,129,2.1,—
S44,2011,9,6,22,28.2,—,22.4,71.1,127,3.1,—
S44,2011,9,6,23,28.1,—,22.6,72.2,127,2.5,—
S44,2011,9,6,24,27.9,—,22.8,74.2,129,2.4,—
S44,2011,9,7,1,27.7,—,22.8,74.8,126,2.2,—
S44,2011,9,7,2,27.6,—,22.7,74.7,124,1.8,—
S44,2011,9,7,3,27.3,—,23.2,78.4,122,1.8,—
S44,2011,9,7,4,27.1,—,23.1,78.8,121,2.3,—
S44,2011,9,7,5,27.2,—,23.3,79.5,123,2.7,—
S44,2011,9,7,6,27.2,—,23.4,79.7,122,2.2,—
S44,2011,9,7,7,27.1,—,23.4,80.3,117,2.4,—
S44,2011,9,7,8,27,—,23.6,81.5,95,1.7,—
S44,2011,9,7,9,28.6,—,22.5,69.5,121,2.1,—
S44,2011,9,7,10,28.9,—,22.5,68.4,127,2.2,—
S44,2011,9,7,11,30.8,—,22.4,60.9,120,2.5,—
S44,2011,9,7,12,30.6,—,21.1,57,134,2.3,—
S44,2011,9,7,13,31,—,21.2,56.2,187,1.7,—
S44,2011,9,7,14,31.3,—,20.7,53.5,200,2.1,—
S44,2011,9,7,15,30.2,—,21.1,58.3,207,2.8,—
S44,2011,9,7,16,29.8,—,20.4,57,162,1.3,—
S44,2011,9,7,17,29.6,—,21.3,60.9,130,2,—
S44,2011,9,7,18,28.9,—,21.6,64.7,126,2.3,—
S44,2011,9,7,19,29.1,—,22.4,67.4,120,1.6,—
S44,2011,9,7,20,28.2,—,22.6,71.4,126,2.6,—
S44,2011,9,7,21,28.3,—,22.5,71.1,122,2.5,—
S44,2011,9,7,22,28.2,—,22.4,70.5,122,2.6,—
S44,2011,9,7,23,28.2,—,22.5,71.2,127,1.9,—
S44,2011,9,7,24,28.1,—,22.1,70.2,127,1.4,—
S44,2011,9,8,1,27.9,—,22.2,71.2,118,2,—
S44,2011,9,8,2,27.7,—,22.3,72.6,124,2.5,—
S44,2011,9,8,3,27.6,—,22.1,72.1,128,1.9,—
S44,2011,9,8,4,27.5,—,22.5,74.4,128,1.9,—
S44,2011,9,8,5,27.4,—,22.9,76.8,125,2,—
S44,2011,9,8,6,27.2,—,23.1,78.1,127,1.9,—
S44,2011,9,8,7,25.9,—,23.4,86.1,327,1.1,—
S44,2011,9,8,8,25.8,—,23.5,86.9,336,0.7,—
S44,2011,9,8,9,28.3,—,22.5,71.1,118,0.8,—
S44,2011,9,8,10,29.2,—,21.8,64.5,158,1.3,—
S44,2011,9,8,11,26.5,—,23.1,81.7,181,1.7,—
S44,2011,9,8,12,27.6,—,22.2,72.4,202,2.2,—
S44,2011,9,8,13,28.8,—,22.5,68.9,200,2.5,—
S44,2011,9,8,14,29.8,—,22.2,63.9,207,2.7,—
S44,2011,9,8,15,29.4,—,22.9,67.8,203,2.6,—
S44,2011,9,8,16,28.5,—,22,67.9,199,3.4,—
S44,2011,9,8,17,28.4,—,21.5,66.5,206,4.1,—
S44,2011,9,8,18,28.6,—,21.1,63.8,194,2.6,—
S44,2011,9,8,19,28.1,—,23,74,208,2.4,—
S44,2011,9,8,20,28.4,—,22.3,69.7,185,0.9,—
S44,2011,9,8,21,28.4,—,21.7,67.1,178,0.8,—
S44,2011,9,8,22,28.4,—,22.3,69.6,129,1.8,—
S44,2011,9,8,23,28.3,—,22.3,69.9,125,2.1,—
S44,2011,9,8,24,28.1,—,22.6,72,127,1.6,—
S44,2011,9,9,1,27.8,—,22.9,74.5,123,1.4,—
S44,2011,9,9,2,27.6,—,22.3,73.1,106,1.4,—
S44,2011,9,9,3,27.4,—,22.3,74,74,0.7,—
S44,2011,9,9,4,27.4,—,22.6,75.3,118,1.6,—
S44,2011,9,9,5,27.3,—,22.5,75.4,125,2.5,—
S44,2011,9,9,6,27.1,—,22.9,77.5,128,2.8,—
S44,2011,9,9,7,27.2,—,23,77.8,119,2,—
S44,2011,9,9,8,27.5,—,23.3,77.9,123,2.4,—
S44,2011,9,9,9,28.2,—,23.5,75.7,126,3,—
S44,2011,9,9,10,28.4,—,23,72.6,132,3.1,—
S44,2011,9,9,11,28.9,—,22.7,69.3,127,3.1,—
S44,2011,9,9,12,30.1,—,21.7,61,127,2.8,—
S44,2011,9,9,13,29.8,—,21.5,61.3,129,2.6,—
S44,2011,9,9,14,31.3,—,20.3,52.1,135,2.8,—
S44,2011,9,9,15,30.2,—,21.2,58.7,119,2.3,—
S44,2011,9,9,16,29.8,—,21.6,61.5,124,2.5,—
S44,2011,9,9,17,29.2,—,22.5,67.5,127,2.3,—
S44,2011,9,9,18,29,—,22.1,66.5,124,2.6,—
S44,2011,9,9,19,28.8,—,22.1,67.4,124,2.7,—
S44,2011,9,9,20,28.7,—,21.6,65.8,123,2.1,—
S44,2011,9,9,21,28.3,—,21.4,66.3,121,3,—
S44,2011,9,9,22,28.2,—,21.8,68.5,125,2.4,—
S44,2011,9,9,23,28.1,—,21.7,68.4,119,2.5,—
S44,2011,9,9,24,27.8,—,22.1,71.3,117,2.1,—
S44,2011,9,10,1,27.6,—,22.3,72.9,114,2.3,—
S44,2011,9,10,2,27.4,—,22.5,74.7,115,2.4,—
S44,2011,9,10,3,27.2,—,22.6,76,114,2.8,—
S44,2011,9,10,4,27,—,22.3,75.4,117,2.6,—
S44,2011,9,10,5,26.9,—,22.5,77.1,125,2.4,—
S44,2011,9,10,6,26.9,—,22.6,77.4,118,2.3,—
S44,2011,9,10,7,26.7,—,22.8,79.4,121,1.9,—
S44,2011,9,10,8,27.1,—,23.1,78.7,119,2.5,—
S44,2011,9,10,9,27.9,—,22.7,73.3,121,2.3,—
S44,2011,9,10,10,28.4,—,22.8,71.6,124,2.1,—
S44,2011,9,10,11,29.3,—,22.8,68.2,123,2.1,—
S44,2011,9,10,12,30.5,—,22.1,60.8,136,1.8,—
S44,2011,9,10,13,25.1,—,22.8,87.3,190,2.8,—
S44,2011,9,10,14,23.6,—,21.5,88.3,229,3.6,—
S44,2011,9,10,15,23.9,—,21.4,86.2,264,2.3,—
S44,2011,9,10,16,24.8,—,21.9,84.1,235,2.1,—
S44,2011,9,10,17,24.4,—,21.2,82.1,225,2.9,—
S44,2011,9,10,18,24.7,—,21.8,83.7,228,1.1,—
S44,2011,9,10,19,24.9,—,22,83.5,231,1,—
S44,2011,9,10,20,25,—,21.8,82.2,280,0.7,—
S44,2011,9,10,21,25.3,—,22.2,82.9,147,0.5,—
S44,2011,9,10,22,24.7,—,22.3,86.5,24,0.9,—
S44,2011,9,10,23,24.7,—,22.4,87.2,338,0.9,—
S44,2011,9,10,24,24.6,—,22.6,88.9,27,1.5,—
S44,2011,9,11,1,24.4,—,22.7,90.3,7,1,—
S44,2011,9,11,2,24.3,—,23.1,93.1,325,1.5,—
S44,2011,9,11,3,24.2,—,23,93,317,2.1,—
S44,2011,9,11,4,24.4,—,22.9,91.1,328,1.6,—
S44,2011,9,11,5,24.5,—,23,91.4,319,1.5,—
S44,2011,9,11,6,24.8,—,22.8,89,330,2.2,—
S44,2011,9,11,7,22.9,—,22.1,95.4,221,2.1,—
S44,2011,9,11,8,24.2,—,23.1,94,231,1.9,—
S44,2011,9,11,9,25.3,—,23.3,89.1,233,2.2,—
S44,2011,9,11,10,26.4,—,23.7,85.5,227,2.3,—
S44,2011,9,11,11,27.6,—,22.7,74.6,219,2.8,—
S44,2011,9,11,12,27,—,23.2,79.5,209,3.5,—
S44,2011,9,11,13,27.7,—,23,75.6,211,3.8,—
S44,2011,9,11,14,28.7,—,22.4,68.7,212,3.4,—
S44,2011,9,11,15,28.5,—,22.5,70.1,212,3.3,—
S44,2011,9,11,16,28.4,—,22.6,71,214,2.9,—
S44,2011,9,11,17,29.5,—,22.3,65.3,215,2.4,—
S44,2011,9,11,18,28.8,—,22.6,69.5,213,2.8,—
S44,2011,9,11,19,28.3,—,22,68.6,212,2.6,—
S44,2011,9,11,20,28.1,—,22.4,71.2,198,2,—
S44,2011,9,11,21,28.1,—,21.9,69.1,194,1,—
S44,2011,9,11,22,28.1,—,22.1,70,200,0.8,—
S44,2011,9,11,23,28,—,22.5,72.3,194,0.6,—
S44,2011,9,11,24,27.5,—,22.3,73.4,187,0.6,—
S44,2011,9,12,1,27.4,—,22.4,74.1,151,0.6,—
S44,2011,9,12,2,27.2,—,22.5,75.6,101,0.8,—
S44,2011,9,12,3,25.7,—,23.8,89.1,356,1,—
S44,2011,9,12,4,25.7,—,23.4,87.5,313,1.4,—
S44,2011,9,12,5,25.6,—,23.6,88.8,303,1,—
S44,2011,9,12,6,26.5,—,23.2,82.5,217,0.7,—
S44,2011,9,12,7,26.4,—,23.4,83.3,112,1.1,—
S44,2011,9,12,8,27,—,23.4,80.7,144,0.9,—
S44,2011,9,12,9,26.7,—,24,85.2,298,1.4,—
S44,2011,9,12,10,28.8,—,23.4,72.9,178,1,—
S44,2011,9,12,11,27.9,—,23.8,78.3,200,2.1,—
S44,2011,9,12,12,28.4,—,23.8,76.1,220,2.6,—
S44,2011,9,12,13,29.7,—,22.9,66.8,217,2.1,—
S44,2011,9,12,14,30.5,—,22.1,61,210,2,—
S44,2011,9,12,15,30.1,—,22.2,62.8,216,2.2,—
S44,2011,9,12,16,29.8,—,21.9,62.5,217,1.6,—
S44,2011,9,12,17,29.5,—,22.8,67.3,211,1.3,—
S44,2011,9,12,18,29,—,23.2,71.2,198,1.1,—
S44,2011,9,12,19,29,—,23.4,71.7,215,0.9,—
S44,2011,9,12,20,28.5,—,23.2,73,218,1.2,—
S44,2011,9,12,21,26.8,—,24,84.5,170,1.1,—
S44,2011,9,12,22,27.6,—,23.9,80.6,130,1.6,—
S44,2011,9,12,23,27.6,—,23.7,79.3,124,2.3,—
S44,2011,9,12,24,27.5,—,23.5,78.8,125,2,—
S44,2011,9,13,1,27.2,—,23.1,78.1,123,2.7,—
S44,2011,9,13,2,27.2,—,22.8,77,122,3.1,—
S44,2011,9,13,3,27,—,23.2,80,123,3.5,—
S44,2011,9,13,4,27,—,23.4,80.9,123,2.4,—
S44,2011,9,13,5,27,—,23.7,82.2,122,2.4,—
S44,2011,9,13,6,27.1,—,23.7,81.8,125,1.9,—
S44,2011,9,13,7,27.2,—,23.7,81.1,117,2.2,—
S44,2011,9,13,8,27.7,—,23.9,79.8,115,1.4,—
S44,2011,9,13,9,28.1,—,23.5,76.1,129,2.3,—
S44,2011,9,13,10,28.9,—,23.2,71.4,126,3.4,—
S44,2011,9,13,11,29.7,—,23.2,68,123,3,—
S44,2011,9,13,12,30.1,—,22.4,63.4,121,3.4,—
S44,2011,9,13,13,31,—,21.5,57.3,134,2.5,—
S44,2011,9,13,14,30.7,—,21.7,58.7,127,2.2,—
S44,2011,9,13,15,31.4,—,21.8,56.9,126,2.3,—
S44,2011,9,13,16,29.1,—,22.8,68.7,159,2.5,—
S44,2011,9,13,17,29.7,—,21.9,63.1,127,3.5,—
S44,2011,9,13,18,29.3,—,20.1,57.7,117,3.8,—
S44,2011,9,13,19,29.2,—,21.2,62,82,1.2,—
S44,2011,9,13,20,25.1,—,23.7,91.5,51,1.8,—
S44,2011,9,13,21,26.2,—,23.6,85.7,110,0.6,—
S44,2011,9,13,22,26.7,—,23,80.2,98,1,—
S44,2011,9,13,23,26.9,—,22.6,77.7,118,1.7,—
S44,2011,9,13,24,27.1,—,23.1,78.7,114,2.8,—
S44,2011,9,14,1,27.1,—,23.4,80.3,118,3,—
S44,2011,9,14,2,26.8,—,23.7,83.1,104,1.5,—
S44,2011,9,14,3,26.6,—,23.7,84.4,29,1.1,—
S44,2011,9,14,4,25.4,—,24.1,92.6,342,1.4,—
S44,2011,9,14,5,25.2,—,24,92.8,329,1.3,—
S44,2011,9,14,6,25.3,—,24.1,93.1,9,1,—
S44,2011,9,14,7,25.7,—,24.1,91.2,59,1.2,—
S44,2011,9,14,8,26.8,—,22.6,77.8,37,1.1,—
S44,2011,9,14,9,27,—,22.1,74.8,3,1.1,—
S44,2011,9,14,10,28.4,—,23.3,73.8,14,0.9,—
S44,2011,9,14,11,30.4,—,22.8,64.1,38,1.1,—
S44,2011,9,14,12,30.7,—,21.6,58.2,70,1.2,—
S44,2011,9,14,13,25.4,—,21.6,79.7,105,2.4,—
S44,2011,9,14,14,25.3,—,20.4,74.3,143,2,—
S44,2011,9,14,15,25.6,—,21.8,79.8,352,1.1,—
S44,2011,9,14,16,28.3,—,21.3,65.7,209,0.9,—
S44,2011,9,14,17,30.1,—,21.8,61.1,147,1.3,—
S44,2011,9,14,18,29,—,23,69.8,250,1.2,—
S44,2011,9,14,19,25.2,—,20.4,75,287,1.7,—
S44,2011,9,14,20,24.9,—,21.9,83.6,340,1.8,—
S44,2011,9,14,21,25.3,—,20.4,74.5,297,1.4,—
S44,2011,9,14,22,24.9,—,22,84.2,275,1.5,—
S44,2011,9,14,23,24.4,—,23.3,93.8,182,1.2,—
S44,2011,9,14,24,24.6,—,23.1,91.3,229,1.4,—
S44,2011,9,15,1,24.5,—,23.1,92.4,309,2.9,—
S44,2011,9,15,2,24,—,23,94.2,319,2.5,—
S44,2011,9,15,3,23.9,—,23,94.6,310,2.4,—
S44,2011,9,15,4,24.2,—,23.2,94.3,291,1.8,—
S44,2011,9,15,5,24.4,—,23.3,93.4,304,1.3,—
S44,2011,9,15,6,24.1,—,23.1,94.4,351,0.9,—
S44,2011,9,15,7,24.5,—,23.1,92,287,1.1,—
S44,2011,9,15,8,24.9,—,23,89.1,300,1.2,—
S44,2011,9,15,9,26.4,—,23.1,82,293,0.9,—
S44,2011,9,15,10,27.2,—,23.3,79.1,259,1,—
S44,2011,9,15,11,27.4,—,23.3,78.6,299,1.2,—
S44,2011,9,15,12,28.7,—,21.3,64.3,225,1,—
S44,2011,9,15,13,29,—,22.2,66.9,221,1.2,—
S44,2011,9,15,14,29,—,21.8,64.9,226,1.7,—
S44,2011,9,15,15,29.3,—,22.4,66.4,221,2.1,—
S44,2011,9,15,16,29.5,—,21,60.3,219,1.7,—
S44,2011,9,15,17,28.9,—,21.6,65,210,1.9,—
S44,2011,9,15,18,28.9,—,21.5,64.2,207,1.6,—
S44,2011,9,15,19,28.2,—,22.6,71.8,186,1.1,—
S44,2011,9,15,20,27.6,—,21.5,69.1,139,1.2,—
S44,2011,9,15,21,27.4,—,21.8,71.9,125,1.4,—
S44,2011,9,15,22,27.1,—,22.4,75.7,129,1.6,—
S44,2011,9,15,23,26.6,—,22.7,79.2,85,1,—
S44,2011,9,15,24,26.8,—,22.6,78,51,0.9,—
S44,2011,9,16,1,26.3,—,22.7,80.5,30,1,—
S44,2011,9,16,2,26.4,—,22,76.9,47,1.4,—
S44,2011,9,16,3,26.4,—,22.1,77.2,48,0.5,—
S44,2011,9,16,4,26.6,—,22.5,78.6,117,0.5,—
S44,2011,9,16,5,26.4,—,22.3,78.1,145,0.7,—
S44,2011,9,16,6,26.5,—,23.2,82.1,131,1.3,—
S44,2011,9,16,7,26.5,—,23.5,83.2,117,1.6,—
S44,2011,9,16,8,26.8,—,23.4,81.8,122,1.2,—
S44,2011,9,16,9,27.4,—,23.5,79,116,1.5,—
S44,2011,9,16,10,28,—,22.3,71.1,123,1.8,—
S44,2011,9,16,11,30,—,21.4,60.1,124,1.5,—
S44,2011,9,16,12,29.8,—,21.2,60,143,1.1,—
S44,2011,9,16,13,29.8,—,20.8,58.5,129,1.6,—
S44,2011,9,16,14,29.8,—,20.6,58,127,1.6,—
S44,2011,9,16,15,31,—,21,55.5,134,1.4,—
S44,2011,9,16,16,29.8,—,21.4,60.4,135,1.9,—
S44,2011,9,16,17,29.4,—,21.6,62.7,138,1.9,—
S44,2011,9,16,18,27.7,—,21.2,67.5,126,2.3,—
S44,2011,9,16,19,25.6,—,22.6,83.3,331,2.6,—
S44,2011,9,16,20,25.2,—,21.7,81.1,15,2.2,—
S44,2011,9,16,21,25.7,—,21.5,78,7,1.2,—
S44,2011,9,16,22,25.9,—,21.8,77.9,36,2.2,—
S44,2011,9,16,23,26.1,—,22,78.2,30,2,—
S44,2011,9,16,24,25.2,—,23.2,88.4,6,1.6,—
S44,2011,9,17,1,25.3,—,22.9,86.5,341,1.8,—
S44,2011,9,17,2,25,—,23,88.9,8,1.6,—
S44,2011,9,17,3,24.6,—,22.9,90.1,10,1.6,—
S44,2011,9,17,4,24.8,—,23,89.8,20,1.9,—
S44,2011,9,17,5,25.2,—,23.1,88.2,30,1.9,—
S44,2011,9,17,6,25.7,—,23.2,86.2,12,0.6,—
S44,2011,9,17,7,25.1,—,23.2,89.2,350,0.9,—
S44,2011,9,17,8,25.9,—,23.7,87.3,337,0.8,—
S44,2011,9,17,9,27.5,—,22.9,76,150,0.6,—
S44,2011,9,17,10,28.9,—,21.6,64.6,170,0.9,—
S44,2011,9,17,11,29.5,—,21.2,61,214,0.9,—
S44,2011,9,17,12,29.8,—,20.1,56.4,224,1.2,—
S44,2011,9,17,13,29,—,22.6,68.2,270,2,—
S44,2011,9,17,14,27.3,—,21.5,70.7,284,1.8,—
S44,2011,9,17,15,25.9,—,22.2,79.8,348,1.4,—
S44,2011,9,17,16,26.3,—,22.5,79.7,8,1.3,—
S44,2011,9,17,17,29.7,—,21.2,60.2,353,1.2,—
S44,2011,9,17,18,29.2,—,20.8,60.9,9,0.7,—
S44,2011,9,17,19,28.4,—,21.6,66.8,25,0.8,—
S44,2011,9,17,20,28,—,21.8,69.3,276,0.5,—
S44,2011,9,17,21,27.9,—,21.8,69.4,334,0.8,—
S44,2011,9,17,22,27.5,—,22.7,75,20,1.2,—
S44,2011,9,17,23,27.2,—,23,77.9,34,1.1,—
S44,2011,9,17,24,26.4,—,23.5,83.7,29,1.7,—
S44,2011,9,18,1,26.4,—,23.3,83.4,11,1.3,—
S44,2011,9,18,2,26.6,—,23.2,81.9,86,1.2,—
S44,2011,9,18,3,26.8,—,23.3,81.5,127,1.3,—
S44,2011,9,18,4,25.5,—,23.4,88.1,25,0.9,—
S44,2011,9,18,5,25.7,—,23.4,87.3,345,0.9,—
S44,2011,9,18,6,25.6,—,23.5,88.1,357,1.1,—
S44,2011,9,18,7,25.1,—,24,93.3,354,1.3,—
S44,2011,9,18,8,25.8,—,24.2,90.9,20,1.9,—
S44,2011,9,18,9,27.5,—,23.8,80.3,20,1.2,—
S44,2011,9,18,10,29.1,—,23.4,71.5,89,0.9,—
S44,2011,9,18,11,29.1,—,22.8,69,92,1.1,—
S44,2011,9,18,12,26.6,—,22.6,78.8,177,2.2,—
S44,2011,9,18,13,27.6,—,22.1,72,211,1.9,—
S44,2011,9,18,14,27.4,—,23,77,293,1.1,—
S44,2011,9,18,15,29,—,21.5,63.8,167,0.8,—
S44,2011,9,18,16,28.8,—,22.1,67,136,1.3,—
S44,2011,9,18,17,27.9,—,21.5,68.2,138,1.5,—
S44,2011,9,18,18,28.2,—,22.3,70.4,135,1.3,—
S44,2011,9,18,19,27.7,—,22.1,71.6,156,0.8,—
S44,2011,9,18,20,24.3,—,23.4,94.4,276,1.7,—
S44,2011,9,18,21,23.9,—,23,94.7,332,2.2,—
S44,2011,9,18,22,24.4,—,22.9,91.2,20,1.1,—
S44,2011,9,18,23,25.4,—,22.7,85.1,27,1.7,—
S44,2011,9,18,24,24.5,—,23,91.5,330,1.6,—
S44,2011,9,19,1,24.5,—,22.8,90.2,354,1.2,—
S44,2011,9,19,2,24.5,—,22.7,89.7,359,1.3,—
S44,2011,9,19,3,24.1,—,22.4,90.3,12,2,—
S44,2011,9,19,4,24.3,—,22.6,90.4,20,1.8,—
S44,2011,9,19,5,24.6,—,22.2,86.6,18,1.9,—
S44,2011,9,19,6,24.1,—,22.8,92.2,327,2.5,—
S44,2011,9,19,7,24.3,—,22.9,91.8,331,2.6,—
S44,2011,9,19,8,25.8,—,22.6,82.9,68,1.4,—
S44,2011,9,19,9,26.5,—,21.4,73.9,231,1.4,—
S44,2011,9,19,10,28.2,—,21.6,67.7,246,1.1,—
S44,2011,9,19,11,27.2,—,22.9,77.2,231,2.2,—
S44,2011,9,19,12,25.9,—,21.8,78.5,206,2.4,—
S44,2011,9,19,13,25.4,—,22.9,86.6,214,2.7,—
S44,2011,9,19,14,26.7,—,23.1,81.1,209,1.5,—
S44,2011,9,19,15,27.7,—,22.6,73.9,213,2.1,—
S44,2011,9,19,16,27.5,—,21.7,70.9,212,2,—
S44,2011,9,19,17,27.7,—,21,67,209,2,—
S44,2011,9,19,18,28,—,22.1,70.5,225,1.5,—
S44,2011,9,19,19,27.3,—,22.5,75.1,242,1.3,—
